Number,Date,Site,Trap,Sex,Family,Genus,Species,Binomial,Notes
9443,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9444,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9445,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9446,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9447,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9448,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9449,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9450,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9451,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9452,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9453,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9454,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9455,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9456,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9457,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9458,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9459,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9460,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9461,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9462,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9463,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9464,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9465,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9466,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9467,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9468,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9469,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9470,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9471,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9472,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9473,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9474,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9475,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9476,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9477,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9478,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9479,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9480,7/20/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9481,7/20/2016,Plunkett,NT,M,Apidae,Bombus,griseocollis,Bombus griseocollis,
9482,7/20/2016,Plunkett,NT,M,Apidae,Bombus,griseocollis,Bombus griseocollis,
9483,7/20/2016,Plunkett,NT,F,Apidae,Bombus,griseocollis,Bombus griseocollis,
9484,7/20/2016,Plunkett,NT,M,Apidae,Bombus,griseocollis,Bombus griseocollis,
9485,7/20/2016,Plunkett,NT,F,Apidae,Bombus,griseocollis,Bombus griseocollis,
9486,7/20/2016,Plunkett,NT,M,Apidae,Bombus,griseocollis,Bombus griseocollis,
9487,7/20/2016,Plunkett,NT,M,Apidae,Bombus,bimaculatus,Bombus bimaculatus,
9488,7/20/2016,Plunkett,NT,F,Apidae,Bombus,bimaculatus,Bombus bimaculatus,
9489,7/20/2016,Plunkett,NT,F,Apidae,Bombus,bimaculatus,Bombus bimaculatus,
9490,7/20/2016,Plunkett,NT,F,Apidae,Bombus,vagans,Bombus vagans,
9491,7/20/2016,Plunkett,NT,F,Apidae,Bombus,vagans,Bombus vagans,
9492,7/20/2016,Plunkett,NT,F,Apidae,Apis,mellifera,Apis mellifera,
9493,7/20/2016,Plunkett,NT,M,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9494,7/20/2016,Plunkett,NT,F,Colletidae,Colletes,kincaidii,Colletes kincaidii,
9495,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Evylaeus),,Lasioglossum (Evylaeus) spp.,
9496,7/20/2016,Plunkett,NT,F,Halictidae,Agapostemon,sericeus,Agapostemon sericeus,
9497,7/20/2016,Plunkett,NT,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
9498,7/20/2016,Plunkett,NT,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
9499,7/20/2016,Plunkett,NT,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
9500,7/20/2016,Plunkett,NT,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
9501,7/20/2016,Plunkett,NT,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
9502,7/20/2016,Plunkett,NT,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
9503,7/20/2016,Plunkett,NT,M,Halictidae,Halictus,rubicundus,Halictus rubicundus,
9504,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9505,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9506,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9507,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9508,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9509,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9510,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9511,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9512,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9513,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9514,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9515,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9516,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9517,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9518,7/20/2016,Plunkett,NT,F,Colletidae,Hylaeus,,Hylaeus spp.,
9519,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9520,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9521,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9522,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9523,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9524,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9525,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9526,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9527,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9528,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9529,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9530,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9531,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9532,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9533,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9534,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9535,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9536,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9537,7/20/2016,Plunkett,NT,M,Halictidae,,,,
9538,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9539,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9540,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9541,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9542,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9543,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9544,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9545,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9546,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9547,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9548,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9549,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9550,7/20/2016,Plunkett,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9551,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9552,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9553,7/20/2016,Plunkett,NT,F,Colletidae,Hylaeus,,Hylaeus spp.,
9554,7/20/2016,Plunkett,NT,F,Colletidae,Hylaeus,,Hylaeus spp.,
9555,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9556,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9557,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9558,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9559,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9560,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9561,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9562,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9563,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9564,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9565,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9566,7/20/2016,Plunkett,NT,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9567,7/20/2016,Plunkett,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9568,7/20/2016,Plunkett,Emergence,F,Halictidae,Lasioglossum (Evylaeus),,Lasioglossum (Evylaeus) pectorale,
9569,7/20/2016,Plunkett,Emergence,M,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9570,7/20/2016,Bowman,Blue vane,F,Apidae,Melissodes,trinodis,Melissodes trinodis,
9571,7/20/2016,Bowman,Blue vane,F,Apidae,Melissodes,trinodis,Melissodes trinodis,
9572,7/20/2016,Bowman,Blue vane,F,Apidae,Melissodes,trinodis,Melissodes trinodis,
9573,7/20/2016,Bowman,Blue vane,M,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9574,7/20/2016,Bowman,Blue vane,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
9575,7/20/2016,Bowman,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9576,7/20/2016,Bowman,Bowls,F,Apidae,Melissodes,trinodis,Melissodes trinodis,
9577,7/20/2016,Bowman,Bowls,F,Apidae,Apis,mellifera,Apis mellifera,
9578,7/20/2016,Bowman,Bowls,F,Halictidae,Agapostemon,texanus,Agapostemon texanus,
9579,7/20/2016,Bowman,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9580,7/20/2016,Bowman,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9581,7/20/2016,Bowman,NT,F,Halictidae,Halictus,confusus,Halictus confusus,
9582,7/21/2016,Kaldenberg,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9583,7/21/2016,Kaldenberg,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9584,7/21/2016,Kaldenberg,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9585,7/21/2016,Kaldenberg,Blue vane,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9586,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Halictus,parallelus,Halictus parallelus,
9587,7/21/2016,Kaldenberg,Blue vane,M,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9588,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Agapostemon,texanus,Agapostemon texanus,
9589,7/21/2016,Kaldenberg,Blue vane,F,Apidae,Ceratina,,Ceratina spp.,
9590,7/21/2016,Kaldenberg,Blue vane,F,Apidae,Ceratina,,Ceratina spp.,
9591,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
9592,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
9593,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
9594,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
9595,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9596,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9597,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9598,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9599,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9600,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9601,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9602,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9603,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9604,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9605,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9606,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9607,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9608,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9609,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9610,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9611,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9612,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9613,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9614,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9615,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9616,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9617,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9618,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9619,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9620,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9621,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9622,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9623,7/21/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9624,7/21/2016,Kaldenberg,Bowls,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9625,7/21/2016,Kaldenberg,Bowls,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9626,7/21/2016,Kaldenberg,Bowls,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9627,7/21/2016,Kaldenberg,Bowls,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9628,7/21/2016,Kaldenberg,Bowls,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9629,7/21/2016,Kaldenberg,Bowls,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9630,7/21/2016,Kaldenberg,Bowls,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9631,7/21/2016,Kaldenberg,Bowls,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9632,7/21/2016,Kaldenberg,Bowls,F,Apidae,Melissodes,bimaculata,Melissodes bimaculata,
9633,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Agapostemon,splendens,Agapostemon splendens,
9634,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Augochloropsis,metallica,Augochloropsis metallica,
9635,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Agapostemon,texanus,Agapostemon texanus,
9636,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Agapostemon,texanus,Agapostemon texanus,
9637,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9638,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
9639,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
9640,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
9641,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
9642,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
9643,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
9644,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Halictus,ligatus,Halictus ligatus,
9645,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Halictus,ligatus,Halictus ligatus,
9646,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Halictus,ligatus,Halictus ligatus,
9647,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Halictus,ligatus,Halictus ligatus,
9648,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Halictus,ligatus,Halictus ligatus,
9649,7/21/2016,Kaldenberg,Bowls,F,Apidae,Ceratina,,Ceratina spp.,
9650,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9651,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9652,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9653,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9654,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9655,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9656,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9657,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9658,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9659,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9660,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9661,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9662,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9663,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9664,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9665,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9666,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9667,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9668,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9669,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9670,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9671,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9672,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9673,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9674,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9675,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9676,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9677,7/21/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
